state,pws,city,updatedAt,views,latitude,longitude,elevation,type,distance
IA,KIABUFFA3,Buffalo Heights,5,4,41.488,-90.716,757,Netatmo,324.404
NE,KNECOLUM21,Columbus,9 minutes,49,41.489,-97.195,1483,Davis Vantage Pro2 (Wireless),103.984
IL,MGENI2,Geneseo,,15,41.489,-90.158,,,346.309
IA,MRUNI4,Swan,,6,41.489,-93.338,,,231.321
IA,KIANORWA4,Norwalk,6 minutes,11,41.491,-93.685,942,Ambient Weather WS-1400-IP (Wireless),217.695
NE,KNENORTH21,North Loup,,48,41.493,-98.77,1964,AcuRite Pro Weather Center,57.664
IL,MPQPB1,Joliet,,3,41.493,-88.046,,,428.005
NE,MHBGN1,Harrisburg,,6,41.495,-103.757,,,87.32
NE,MNE001,Harrisburg,8,3,41.495,-103.659,4949,,82.61
IL,KILMOLIN10,Moline,5,148,41.495,-90.478,695,Ambient Weather WS-1200-IP (Wireless),333.743
IL,KILFRANK1,Frankfort,4,213,41.495,-87.845,770,Davis Vantage Pro2,436.875
IL,KILFRANK1,Frankfort,4,214,41.495,-87.845,770,Davis Vantage Pro2,436.875
IA,MRDAI4,Anita,26,734,41.496,-94.726,1240,,182.595
NE,KNEFORTC5,Fort Calhoun,,15,41.497,-96.084,1220,AcuRite Pro Weather Center,139.121
IL,KILNEWLE24,New Lenox,6,54,41.499,-87.958,725,Davis Vantage Pro2 (Wireless),432.49
IL,I00013B2,moline,7,127,41.499,-90.465,712,Oregon Scientific WMR968,334.637
IL,KILJOLIE5,Joliet,15,72,41.499,-88.08,613,Davis,427.083
IA,KIASTUAR2,Stuart,2,93,41.5,-94.328,1220,AcuRite Pro Weather Center,199.277
WY,KWYGREEN5,Green River,34,31,41.502,-109.451,6146,AcuRite Pro Weather Center,207.93
IL,MC2516,Joliet,,3,41.502,-88.16,,,423.927
IL,KILROCKI3,Rock Island,8 minutes,27,41.503,-90.549,686,Ambient Weather WS-1001-WiFi (Wireless),331.859
IL,KILNEWLE19,New Lenox,4,47,41.503,-87.909,719,AcuRite Pro Weather Center,435.085
IA,KIASTUAR3,Stuart,2,59,41.503,-94.319,1207,AcuRite Pro Weather Center,199.972
IL,MJOLI2,Joliet,60,11,41.504,-88.108,531,,426.344
WY,KWYROCKS11,Rock Springs,8 minutes,7,41.509,-109.156,6770,Ambient Weather WS-1001-WiFi (Wireless),199.05
IL,KILSEREN3,Serena,1,87,41.509,-88.738,645,Davis Vantage Pro2 (Wireless),402.373
NE,MBRRN1,Harrisburg,,5,41.51,-103.995,,,94.623
NE,KNENICKE2,Nickerson,20,61,41.51,-96.467,1253,Ambient Weather WS-1400-IP (Wireless),130.776
IL,MIL008,Joliet,,17,41.511,-88.086,,,427.96
IL,KILNEWLE10,New Lenox,4,206,41.511,-87.958,682,AcuRite Pro Weather Center,433.612
IL,KILMENDO6,Mendota,22,35,41.512,-88.969,679,Ambient Weather WS-1001-WiFi (Wireless),394.622
IA,KIADESMO35,Des Moines,,27,41.512,-93.615,942,Ambient Weather WS-1200-IP (Wireless),222.326
IA,KIADAVEN14,Davenport,33,8,41.512,-90.624,574,Iowa DNR,330.035
IL,KILSHORE4,Shorewood,33,157,41.513,-88.219,607,AcuRite Pro Weather Center,422.501
IL,KILMOLIN5,Moline,10,5,41.514,-90.517,574,Illinois EPA,334.144
WY,MGRRW4,Green River,,5,41.516,-109.448,,,206.397
IL,KILOLYMP2,Olympia Fields,4,127,41.516,-87.677,709,AcuRite Pro Weather Center,444.785
IA,MAN825,Davenport,,7,41.516,-90.619,,,330.615
IA,MRCKI2,Davenport,77 days,26,41.517,-90.564,537,,332.702
WY,MUP146,Fort Bridger,2 minutes,4,41.52,-110.332,6418,,219.593
IL,MCHAI2,Chicago Heights,,8,41.52,-87.573,,,448.951
IL,KILNEWLE9,New Lenox,6,63,41.52,-87.95,633,Vantage Pro 2,434.814
IL,KILGENES12,Geneseo,4 minutes,207,41.52,-90.146,650,Davis Vantage Pro2 (Wireless),349.769
IL,MSORI2,Joliet,,10,41.522,-88.193,,,424.452
IL,KILCHICA443,Chicago Heights,21,220,41.525,-87.657,664,Davis Vantage Pro2 (Wireless),446.402
NE,MCLBN1,Columbus,,6,41.526,-97.282,,,107.146
WY,MJPWB,Green River,,2,41.527,-109.478,,,206.246
IA,KIAVANME6,Van Meter,8,38,41.528,-93.946,880,Davis Vantage Pro2 (Wireless),213.306
IA,KIASHELB2,Shelby,6,34,41.528,-95.456,1329,Davis Vantage Vue (Wireless),163.754
IL,MC7284,Rock Island,,3,41.529,-90.51,,,335.895
IL,KILSHORE9,Shorewood,13,71,41.53,-88.216,614,AcuRite Pro Weather Center,424.263
IA,MD2666,Des Moines,,4,41.53,-93.612,,,224.232
IA,MAN222,Davenport,,11,41.53,-90.588,,,333.13
IA,KIADAVEN13,Davenport,1,13,41.53,-90.588,708,Iowa DNR,333.13
IA,KIADAVEN5,Davenport,33,146,41.53,-90.613,704,LaCrosse WS-2315,332.235
WY,KWYGREEN6,Green River,33,10,41.532,-109.474,6135,AcuRite Pro Weather Center,205.604
IL,KILLAMOI5,La Moille,42,48,41.532,-89.284,794,AcuRite Pro Weather Center,382.949
IA,MWDMI4,Cumming,,6,41.532,-93.782,,,218.592
NE,MDEOI4,Blair,24,12,41.533,-96.083,974,,143.011
NE,MTR808,Blair,,5,41.533,-96.083,,,143.011
IA,KIABETTE2,Bettendorf,3,309,41.533,-90.503,665,Radio Shack 63-256,336.554
NE,MUP353,Lisco,7 minutes,10,41.534,-102.695,3542,,61.359
IL,KILTINLE14,Tinley Park,3,67,41.534,-87.812,705,AcuRite Pro Weather Center,441.947
IA,MVNMI4,Van Meter,,5,41.534,-93.95,,,213.827
IA,KIADAVEN34,Davenport,40,185,41.534,-90.569,804,Davis Vantage Pro2 (Wireless),334.218
NE,KNEBLAIR14,Blair,13,63,41.535,-96.134,1096,Davis Vantage Pro2 (Wireless),142.229
IA,KIADESMO47,Des Moines,51,67,41.535,-93.633,889,Ambient Weather WS-900-IP (Wireless),223.969
IL,KILMOKEN3,Mokena,2,146,41.536,-87.917,715,AcuRite Pro Weather Center,437.797
IA,KIADAVEN15,Davenport,38,106,41.536,-90.556,659,Ambient Weather WS-2090 (Wireless),334.891
NE,KNEBLAIR16,Blair,11,11,41.537,-96.146,1178,AcuRite Pro Weather Center,142.229
IL,KILTINLE16,Tinley Park,13,17,41.537,-87.811,698,Netatmo,442.285
IA,MD3903,Davenport,,4,41.537,-90.554,,,335.064
NE,MBDWN1,Broadwater,,8,41.538,-102.867,,,67.712
IA,KIADESOT2,De Soto,15,925,41.538,-94.015,985,AcuRite Pro Weather Center,212.553
IL,KILGLENW1,Glenwood,8,191,41.54,-87.589,620,Davis Vantage Vue (Wireless),450.359
IL,KILTINLE19,Tinley Park,1,91,41.541,-87.806,709,Ambient Weather WS-1001-WiFi (Wireless),442.86
IA,MRDEI4,De Soto,76 days,28,41.542,-94.011,957,,213.077
IA,KIADESMO46,Des Moines,13,127,41.543,-93.653,948,Bloomsky2 + Storm,224.058
IL,KILNEWLE22,New Lenox,6,50,41.544,-88.001,1421,AcuRite Pro Weather Center,434.798
IL,KILJOLIE18,Joliet,5 minutes,54,41.544,-88.12,673,Bloomsky,429.642
IA,KIAMONRO3,Monroe,15,130,41.545,-93.119,922,Ambient Weather WS-1400-IP (Wireless),245.807
IA,KIADAVEN31,Davenport,29,75,41.545,-90.64,696,AcuRite Pro Weather Center,332.793
IA,KIABETTE7,Bettendorf,2,78,41.545,-90.493,623,AcuRite Pro Weather Center,338.12
WY,MLTAW4,Little America,4,5,41.546,-109.693,6127,,208.981
IA,KIAWESTD27,West Des Moines,58,48,41.547,-93.796,0,Ambient Weather WS-900-IP (Wireless),219.689
IA,KIADESMO41,Des Moines,3,36,41.547,-93.562,820,AcuRite Pro Weather Center,227.78
WY,MMBRW4,Elk Mountain,4,18,41.548,-106.41,7996,,140.566
IL,KILFLOSS5,Flossmoor,36,69,41.548,-87.671,633,AcuRite Pro Weather Center,448.216
IA,KIADAVEN17,Davenport,30,100,41.548,-90.609,676,AcuRite Pro Weather Center,334.186
IA,MRMVI4,Missouri Valley,4,9,41.549,-95.917,1016,,148.759
WY,MWY9,Rock Springs,5 minutes,6,41.55,-109.33,ft,,199.278
WY,MUP124,Rock Springs,5 minutes,6,41.55,-109.317,6209,,198.903
IL,KILJOLIE22,Joliet,3,51,41.55,-88.112,620,Bloomsky,430.555
NE,KNEBLAIR15,Blair,13,18,41.551,-96.174,1184,Davis Vantage Pro2 (Cabled),143.276
IL,KILJOLIE20,Joliet,13,62,41.551,-88.162,591,AcuRite Pro Weather Center,428.536
IL,KILJOLIE23,Joliet,1,74,41.551,-88.098,663,Ambient Weather WS-1001-WiFi (Wireless),431.249
IL,KILJOLIE12,Joliet,2,70,41.552,-88.11,648,Davis Vantage Pro2 (Wireless),430.832
IL,KILHOMEW8,Homewood,5 minutes,64,41.552,-87.67,669,Ambient Weather WS-1001-WiFi (Wireless),448.654
IA,KIAMISSO1,Missouri Valley,11,228,41.552,-95.936,1000,LaCrosse WS2315,148.552
WY,MUP287,Green River,1,63,41.553,-109.64,6287,,208.135
NE,MNE029,Cedar Rapids,49,9,41.553,-98.172,1895,,80.15
IL,MC0531,Joliet,,6,41.553,-88.235,,,425.701
IA,KIABETTE22,Bettendorf,1,68,41.553,-90.519,659,AcuRite Pro Weather Center,337.946
NE,MC1658,Blair,,5,41.554,-96.132,,,144.324
NE,KNESCHUY5,Schuyler,10 minutes,58,41.554,-97.052,1440,Davis Vantage Pro2 (Cabled),113.555
IA,MC3717,Hills,,7,41.555,-91.534,,,300.558
IA,KIADAVEN24,Davenport,8 minutes,19,41.555,-90.533,688,Netatmo,337.63
IL,KILPLAIN50,Plainfield,2,23,41.556,-88.265,600,Bloomsky,424.768
IL,KILMOKEN7,Mokena,1,65,41.556,-87.936,705,AcuRite Pro Weather Center,438.814
IL,KILHOMEW2,Homewood,5 minutes,40,41.556,-87.673,666,Netatmo,448.95
IL,KILHOMEW13,Homewood,5 minutes,156,41.556,-87.654,663,AcuRite Pro Weather Center,449.622
IA,MNSSI4,Prairie City,5,30,41.556,-93.286,856,,239.932
IA,MUP118,Missouri Valley,3,7,41.556,-95.935,1000,,148.999
IA,MWLCI4,Davenport,,8,41.557,-90.688,,,332.355
NE,KNEBLAIR9,Blair,9,132,41.558,-96.147,1089,Weatherwise Pro WS1080,144.492
IL,KILPLAIN54,Plainfield,8,197,41.558,-88.256,640,Ambient Weather WS-1200-IP (Wireless),425.327
IA,MSDRI4,Des Moines,,8,41.558,-93.577,,,228.312
IA,KIAEXIRA4,Exira,17,76,41.558,-95.041,1394,Ambient Weather WS-1001-WiFi (Wireless),179.862
IL,MD9022,Crest Hill,16,17,41.559,-88.205,623,,427.515
IL,MJOSI2,Hillsdale,,15,41.56,-90.182,,,352.031
IL,KILORLAN15,Orland Park,29,30,41.56,-87.873,692,AcuRite Pro Weather Center,442.029
IL,KILJOLIE27,Joliet,13,19,41.56,-88.166,594,AcuRite Pro Weather Center,429.233
IA,KIAWAUKE8,Waukee,10,19,41.56,-93.845,0,Netatmo,219.532
IA,KIAMISSO6,Missouri Valley,11,10,41.56,-95.891,1020,Ambient Weather WS-900-IP (Wireless),150.645
NE,MNKRN1,Nickerson,7 minutes,20,41.561,-96.541,1220,,131.86
NE,MC6004,Cedar Rapids,50,30,41.561,-98.148,1787,,81.331
IL,KILHOMEW10,Homewood,5 minutes,75,41.561,-87.659,666,AcuRite Pro Weather Center,449.948
IL,KILMENDO4,Mendota,21,179,41.562,-89.123,778,Ambient Weather WS-1001-WiFi (Wireless),392.554
IL,KILJOLIE25,Joliet,5 minutes,51,41.563,-88.156,627,Davis Vantage Vue (Wireless),429.94
NE,MNE035,Broadwater,5 minutes,9,41.564,-102.753,3552,,63.338
IA,MDMWI4,Des Moines,,4,41.564,-93.704,,,224.421
IA,KIABETTE14,Bettendorf,3,73,41.564,-90.461,666,Ambient Weather WS-1400-IP (Wireless),341.209
IL,KILPLAIN7,Plainfield,7,77,41.565,-88.229,625,Davis Vantage Pro2,427.107
IL,KILLOCKP23,Lockport,17,5,41.565,-88.084,561,AcuRite Pro Weather Center,433.183
IA,KIABETTE21,Bettendorf,0,219,41.565,-90.452,750,Ambient Weather WS-1400-IP (Wireless),341.649
IL,KILPLAIN30,Plainfield,3,36,41.567,-88.196,600,AcuRite Pro Weather Center,428.659
IL,KILJOLIE24,Joliet,13,55,41.567,-88.174,614,Ambient Weather WS-1001-WiFi (Wireless),429.572
IA,MNSWI4,Prairie City,5,32,41.567,-93.258,895,,242.205
IA,KIAWESTD8,West Des Moines,40,135,41.567,-93.75,955,Oregon Scientific,223.208
IA,KIADAVEN30,Davenport,8 minutes,30,41.567,-90.55,0,Netatmo,338.208
IL,MD5912,Romeoville,,3,41.568,-88.03,,,435.798
IL,MAS331,Romeoville,,4,41.568,-88.024,,,436.059
IA,KIAWESTD12,West Des Moines,25,56,41.568,-93.744,843,Netatmo,223.505
IA,KIAATALI2,Atalissa,60,42,41.568,-91.159,0,Netatmo,316.927
IL,KILPLAIN43,Plainfield,7,23,41.569,-88.232,620,AcuRite Pro Weather Center,427.372
IA,MD0438,Bettendorf,,4,41.569,-90.484,,,340.839
WY,MUP199,Granger,,3,41.57,-110.103,6327,,209.927
IL,MLOKI2,Romeoville,0,16,41.57,-88.078,528,,433.916
IL,MC2868,Crest Hill,,3,41.57,-88.17,,,430.028
IL,KILPLAIN15,Plainfield,3,42,41.571,-88.253,633,Davis Vantage Vue,426.71
IA,KIAMOSCO2,Moscow,7 minutes,31,41.571,-91.09,639,Netatmo,320.25
IL,KILTINLE21,Tinley Park,1,69,41.574,-87.83,705,AcuRite Pro Weather Center,445.293
IA,MSSUI4,Sully,,7,41.574,-92.839,,,256.305
IA,KIAMILLE3,Millersburg,1,164,41.574,-92.161,883,Ambient Weather WS-1001-WiFi (Wireless),281.799
IA,KIAMILLE3,Millersburg,1,165,41.574,-92.161,883,Ambient Weather WS-1001-WiFi (Wireless),281.799
IL,KILJOLIE15,Joliet,4 minutes,33,41.575,-88.147,627,other,431.469
IA,MLECI4,Pleasant Valley,3 minutes,39,41.576,-90.404,554,,344.574
IA,KIAWESTD23,West Des Moines,59,217,41.576,-93.819,955,AcuRite Pro Weather Center,221.971
IL,MIL018,Rapids City,,25,41.577,-90.363,,,346.272
IA,MDESI4,Des Moines,,9,41.578,-93.605,,,229.285
WY,MC2042,Rock Springs,,5,41.579,-109.215,,,193.071
IL,KILTINLE13,Tinley Park,13,133,41.579,-87.806,705,Ambient Weather WS-1001-WiFi (Wireless),446.728
IA,MSIAI4,West Des Moines,,5,41.58,-93.739,,,224.895
IL,KILHOMER14,Homer Glen,15 minutes,90,41.581,-87.914,751,AcuRite Pro Weather Center,442.141
IL,KILGENES8,Geneseo,4 minutes,184,41.581,-90.135,580,RainWise MK-III,356.04
IA,KIABETTE12,Bettendorf,8,14,41.581,-90.414,682,Netatmo,344.681
IL,KILTINLE11,Tinley Park,15,65,41.582,-87.822,709,AcuRite Pro Weather Center,446.402
IL,KILPLAIN41,Plainfield,5,153,41.582,-88.214,597,Ambient Weather WS-1400-IP (Wireless),429.367
IA,MDEMI4,Des Moines,,6,41.582,-93.643,,,228.337
IA,KIAWESTD20,West Des Moines,40,130,41.582,-93.767,955,AcuRite Pro Weather Center,224.202
IA,KIADEEPR2,Deep River,22,143,41.582,-92.369,912,AcuRite Pro Weather Center,273.724
NE,KNEBLAIR12,Blair,10,43,41.583,-96.167,1066,Davis Vantage Pro2 Plus (Wireless),146.876
IL,MD3925,Romeoville,,4,41.583,-88.053,,,436.228
IL,KILLANSI4,Lansing,3,30,41.583,-87.546,640,other,456.224
IA,KIALECLA3,Le Claire,46,22,41.584,-90.373,633,Bloomsky,346.566
IA,KIABETTE10,Bettendorf,8,9,41.584,-90.394,718,Netatmo,345.748
WY,MKCRW4,Elk Mountain,,3,41.585,-106.222,,,135.914
WY,KWYROCKS13,Rock Springs,8 minutes,14,41.585,-109.265,6267,AcuRite Pro Weather Center,193.779
IL,KILNEWAR4,Newark,7,16,41.585,-88.563,630,AcuRite Pro Weather Center,416.188
IA,KIAWESTD26,West Des Moines,60,34,41.585,-93.799,954,Ambient Weather WS-1001-WiFi (Wireless),223.512
IA,KIALECLA4,Le Claire,46,95,41.585,-90.373,650,Ambient Weather WS-1001-WiFi (Wireless),346.664
IA,KIAMISSO2,Missouri Valley,10,51,41.586,-95.881,1396,Ambient Weather WS-1001-WiFi (Wireless),153.643
IA,KIADESMO36,Des Moines,49,136,41.586,-93.695,957,AcuRite Pro Weather Center,226.96
IA,KIABETTE18,Bettendorf,,33,41.586,-90.394,709,AcuRite Pro Weather Center,345.945
WY,KWYROCKS10,Rock Springs,8 minutes,34,41.587,-109.205,6581,AcuRite Pro Weather Center,191.967
IL,KILPLAIN22,Plainfield,5,179,41.587,-88.211,604,AcuRite Pro Weather Center,429.973
IL,KILEARLV3,Earlville,32,72,41.587,-88.853,699,Davis Vantage Pro2 (Wireless),406.53
IA,MDOSI4,Des Moines,,6,41.587,-93.703,,,226.794
IA,KIADESMO17,Des Moines,51,223,41.587,-93.678,961,Davis Vantage Pro2 (Wireless),227.636
WY,MWY23,Elk Mountain,6,20,41.588,-106.179,7776,,135.703
WY,KWYROCKS12,Rock Springs,8 minutes,12,41.588,-109.257,6306,Bloomsky2 + Storm,193.245
IA,KIAWESTD29,West Des Moines,58,10,41.588,-93.828,-107506,Netatmo,222.943
IL,KILTINLE22,Tinley Park,11,38,41.589,-87.767,702,AcuRite Pro Weather Center,449.05
IL,KILTINLE15,Tinley Park,13,166,41.589,-87.816,709,AcuRite Pro Weather Center,447.327
IA,KIAADEL6,Adel,12,28,41.589,-93.994,932,AcuRite Pro Weather Center,218.482
IA,MREDI4,Redfield,,3,41.589,-94.151,,,214.919
IA,KIADESMO32,Des Moines,50,45,41.589,-93.671,902,Netatmo,228.077
WY,MBITW4,Rock Springs,6,5,41.59,-108.509,6717,,182.01
IL,KILSOUTH12,South Holland,37,90,41.59,-87.604,614,AcuRite Pro Weather Center,454.82
IL,KILLOCKP22,Lockport,19,32,41.59,-88.058,714,AcuRite Pro Weather Center,436.679
IA,MSMNI4,Montezuma,,6,41.59,-92.524,,,268.508
IA,KIAWAUKE11,Waukee,10 minutes,44,41.59,-93.831,900,AcuRite Pro Weather Center,223.061
IA,KIADESMO24,Des Moines,51,47,41.59,-93.687,951,Netatmo,227.636
IA,KIADAVEN20,Davenport,30,40,41.59,-90.623,702,AcuRite Pro Weather Center,337.926
NE,KNEHOOPE4,Hooper,10 minutes,59,41.591,-96.489,1263,AcuRite Pro Weather Center,137.037
IL,KILORLAN8,Orland Park,14 minutes,203,41.591,-87.886,715,Davis Vantage Pro2 Plus (Wireless),444.334
IA,KIADAVEN11,Davenport,32,73,41.591,-90.603,735,Acu-Rite,338.726
IL,KILLOCKP17,Lockport,19,92,41.592,-88.029,705,AcuRite Pro Weather Center,438.118
IA,MD3396,Davenport,,14,41.592,-90.614,,,338.442
IA,KIAWAUKE13,Waukee,10 minutes,23,41.592,-93.884,0,Netatmo,221.731
WY,KWYROCKS4,Rock Springs,8 minutes,94,41.593,-109.234,6488,Davis Vantage Pro2,192.096
IA,MSKCI4,Des Moines,,6,41.593,-93.63,,,229.902
IA,KIAWAUKE7,Waukee,10 minutes,76,41.593,-93.858,1030,Ambient Weather WS-1001-WiFi (Wireless),222.58
IA,KIAIOWAC27,Iowa City,,64,41.594,-91.62,702,AcuRite Pro Weather Center,301.393
NE,KNEBLAIR19,Blair,11,10,41.595,-96.11,1001,AcuRite Pro Weather Center,149.171
IA,KIAWILTO2,Wilton,26,60,41.595,-91.018,709,Ambient Weather WS-900-IP (Wireless),325.735
IA,KIAPRAIR2,Prairie City,19,105,41.595,-93.234,982,other,245.903
IA,MC6104,Des Moines,,4,41.596,-93.667,,,228.923
IA,MRDMI4,Des Moines,24,21,41.596,-93.612,833,,230.84
IL,KILHOMER11,Homer Glen,15 minutes,44,41.597,-87.941,745,Ambient Weather WS-1000 (Wireless),442.442
WY,MD5767,Lagrange,,2,41.599,-104.143,,,83.971
IL,KILOAKFO5,Oak Forest,5,95,41.599,-87.748,673,AcuRite Pro Weather Center,450.707
WY,MC5688,Rock Springs,,6,41.6,-109.251,,,191.822
IA,KIADESMO25,Des Moines,25 minutes,141,41.601,-93.681,977,Ambient Weather WS-1200-IP (Wireless),228.955
IL,KILSANDW12,Sandwich,30,114,41.602,-88.674,653,AcuRite Pro Weather Center,413.984
IA,MRDVI4,Davenport,45,30,41.602,-90.678,675,,337.262
IA,KIADESMO23,Des Moines,51,7,41.603,-93.643,902,Polk Co. Air Quality Division,230.457
WY,MUP440,Rock Springs,7,19,41.604,-108.421,6802,,180.468
IL,KILORLAN14,Orland Park,1,95,41.604,-87.824,709,Ambient Weather WS-1400-IP (Wireless),448.354
WY,MUP439,Bitter Creek,5,6,41.605,-108.422,6799,,180.375
IA,KIACLIVE11,Clive,60,35,41.605,-93.753,1000,Bloomsky,227.009
IL,KILHOMER12,Homer Glen,15 minutes,101,41.606,-87.966,761,AcuRite Pro Weather Center,442.189
IA,MIOCI4,Iowa City,,6,41.606,-91.616,,,302.743
IA,KIADESMO43,Des Moines,25 minutes,127,41.606,-93.696,944,Bloomsky,228.962
IA,KIADESMI1,Des Moines,25 minutes,120,41.607,-93.696,944,Davis VP2 Plus,229.064
IA,KIADESMO42,Des Moines,25 minutes,66,41.607,-93.695,944,Bloomsky,229.097
NE,KNEHOOPE1,Hooper,10 minutes,147,41.608,-96.55,1320,Davis Vantage Pro 2 Plus,135.858
IL,KILHOMER4,Homer Glen,15 minutes,459,41.608,-87.933,761,Ambient Weather WS-1001-WiFi (Wireless),443.831
IA,KIAADEL2,Adel,12,54,41.608,-94.02,1070,AcuRite Pro Weather Center,219.859
IA,ME2951,Waukee,7,20,41.608,-93.818,983,,225.316
WY,MUP327,Point Of Rocks,5,15,41.609,-108.736,6563,,181.156
IL,KILOAKFO10,Oak Forest,6,78,41.609,-87.738,10,AcuRite Pro Weather Center,452.06
IA,KIAGUTHR2,Guthrie Center,5,50,41.61,-94.448,1207,AcuRite Pro Weather Center,204.451
IA,KIADESMO22,Des Moines,2,267179,41.611,-93.566,814,AcuRite Pro Weather Center,233.999
NE,KNEDODGE4,Dodge,14,44,41.612,-96.864,1400,AcuRite Pro Weather Center,124.54
IL,KILYORKV10,Yorkville,4,20,41.612,-88.434,705,AcuRite Pro Weather Center,423.642
IL,KILPORTB5,Port Byron,10,29,41.612,-90.336,590,Ambient Weather WS-800-IP,350.761
IL,KILOAKFO9,Oak Forest,5,61,41.612,-87.756,669,AcuRite Pro Weather Center,451.757
IA,MDMOI4,Des Moines,,4,41.612,-93.651,,,231.091
IA,KIACLIVE12,Clive,28,18,41.612,-93.792,890,AcuRite Pro Weather Center,226.516
NE,KNEHOOPE6,Hooper,10 minutes,32,41.613,-96.545,1224,AcuRite Pro Weather Center,136.55
IL,KILLOCKP19,Lockport,18,85,41.613,-88.031,705,AcuRite Pro Weather Center,440.028
IA,KIACLIVE3,Clive,,268,41.613,-93.82,948,Davis Vantage Vue (Wireless),225.775
IA,MDFMI4,Des Moines,,6,41.614,-93.545,,,235.069
IA,KIADESMO37,Des Moines,2,266,41.614,-93.701,964,AcuRite Pro Weather Center,229.612
IL,MAR615,Plainfield,,7,41.615,-88.2,,,433.133
IL,MHGPI2,Homer Glen,6 minutes,4,41.615,-87.972,767,,442.776
IL,KILORLAN13,Orland Park,0,89,41.615,-87.857,719,Davis Vantage Pro2 Plus (Cabled),447.883
IA,KIAWILLI4,Williamsburg,3,116,41.615,-92.046,879,AcuRite Pro Weather Center,290.727
IL,KILCALUM3,Calumet City,6,114,41.616,-87.536,614,AcuRite Pro Weather Center,459.883
IL,KILSANDW1,Sandwich,31,277,41.617,-88.654,698,Davis Vantage Vue (Wireless),416.19
IA,KIAIOWAC21,Iowa City,17,56,41.617,-91.525,636,AcuRite Pro Weather Center,307.076
IL,KILLELAN3,Leland,3,45,41.618,-88.796,702,AcuRite Pro Weather Center,411.538
IA,MSAEI4,Adel,,6,41.618,-94.023,,,220.851
IA,KIAOXFOR7,Oxford,2,58,41.618,-91.737,787,AcuRite Pro Weather Center,299.93
IL,KILPLAIN35,Plainfield,30,288,41.619,-88.217,623,AcuRite Pro Weather Center,432.828
IL,KILSOMON3,Somonauk,15 minutes,79,41.62,-88.678,686,other,415.669
WY,MWY22,Elk Mountain,4,26,41.621,-106.241,7724,,131.892
IL,KILORLAN5,Orland Park,0,58,41.621,-87.844,741,Davis Vantage Pro 2,449.03
IL,KILYORKV12,Yorkville,2,28,41.622,-88.451,696,Davis Vantage Pro2 (Wireless),423.995
IL,KILLOCKP9,Lockport,16,47,41.623,-88.045,648,Davis Vantage,440.38
IA,KIADESMO28,Des Moines,60,890,41.623,-93.667,898,Netatmo,231.662
IA,KIAURBAN9,Urbandale,1,49,41.624,-93.815,989,Ambient Weather WS-1001-WiFi (Wireless),227.065
IA,KIACLIVE9,Clive,,34,41.625,-93.847,1013,AcuRite Pro Weather Center,226.231
IL,KILHOMER16,Homer Glen,43,29,41.627,-88.027,586,AcuRite Pro Weather Center,441.532
IL,KILEARLV2,Earlville,32,69,41.627,-89.023,833,Tycon Power TP1080WC,403.042
IL,KILYORKV14,Yorkville,1,5,41.628,-88.41,709,AcuRite Pro Weather Center,426.133
IA,KIAURBAN27,Urbandale,2,39,41.628,-93.827,900,AcuRite Pro Weather Center,227.126
IL,KILYORKV8,Yorkville,4,90,41.629,-88.51,636,Ambient Weather WS-1001-WiFi (Wireless),422.512
IA,MAS602,Des Moines,23,25,41.629,-93.535,918,,236.932
IA,KIADESMO48,Des Moines,,9,41.629,-93.666,941,AcuRite Pro Weather Center,232.305
IL,KILLOCKP13,Lockport,19,19,41.63,-88.005,741,Netatmo,442.765
WY,MUP257,Rock Springs,7,12,41.631,-109.044,6336,,183.507
IA,KIAALTOO4,Altoona,4,93,41.631,-93.466,968,Davis Vantage Pro2 (Wireless),239.736
IL,KILSOMON4,Somonauk,15 minutes,34,41.632,-88.686,715,AcuRite Pro Weather Center,416.613
IL,KILPLAIN45,Plainfield,29,51,41.632,-88.191,620,Davis Vantage Vue (Wireless),435.146
NE,MUP417,Bridgeport,5 minutes,11,41.633,-102.976,3621,,55.157
IL,KILPLAIN11,Plainfield,34,49,41.634,-88.228,633,WM918,433.84
IA,KIAWAUKE16,Waukee,13,54,41.635,-93.835,900,AcuRite Pro Weather Center,227.62
IA,KIAURBAN1,Urbandale,27,130,41.635,-93.753,957,Davis Vantage Pro2 Plus (Wireless),230.094
IA,KIACLIVE8,Clive,,61,41.635,-93.86,925,Ambient Weather WS-1001-WiFi (Wireless),226.903
WY,KWYLAGRA3,La Grange,12,60,41.636,-104.157,4600,AcuRite Pro Weather Center,79.874
IL,MD4329,Romeoville,,3,41.636,-88.102,,,439.212
NE,MCSRN1,Harrisburg,,9,41.637,-103.562,,,64.998
IL,KILLOCKP12,Lockport,8 minutes,5,41.637,-87.939,708,Netatmo,446.3
IL,KILHOMER8,Homer Glen,15 minutes,67,41.637,-87.939,709,other,446.3
IA,KIAURBAN24,Urbandale,2,38,41.637,-93.826,1030,AcuRite Pro Weather Center,228.091
IA,KIAIOWAC38,Iowa City,12,136,41.637,-91.508,712,Ambient Weather WS-1400-IP (Wireless),309.692
IA,KIAURBAN4,Urbandale,30,54,41.638,-93.745,898,Ambient Weather WS-1001-WiFi (Wireless),230.653
IA,KIAIOWAC15,Iowa City,17,51,41.639,-91.442,760,WMR100,312.331
WY,KWYLAGRA4,La Grange,13,52,41.64,-104.166,4590,Ambient Weather WS-1001-WiFi (Wireless),79.447
